Date,Site ID,POC,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,SITE_LATITUDE,SITE_LONGITUDE
01/03/2019,60374004,1,12.9,53,Long Beach (South),1,100,33.79236,-118.17533
01/04/2019,60374004,1,20.5,69,Long Beach (South),1,100,33.79236,-118.17533
01/05/2019,60374004,1,19.8,67,Long Beach (South),1,100,33.79236,-118.17533
01/06/2019,60374004,1,8,33,Long Beach (South),1,100,33.79236,-118.17533
01/07/2019,60374004,1,7.2,30,Long Beach (South),1,100,33.79236,-118.17533
01/08/2019,60374004,1,11.3,47,Long Beach (South),1,100,33.79236,-118.17533
01/09/2019,60374004,1,18.5,64,Long Beach (South),1,100,33.79236,-118.17533
01/10/2019,60374004,1,11.6,48,Long Beach (South),1,100,33.79236,-118.17533
01/11/2019,60374004,1,26.2,81,Long Beach (South),1,100,33.79236,-118.17533
01/12/2019,60374004,1,4.7,20,Long Beach (South),1,100,33.79236,-118.17533
01/13/2019,60374004,1,12.7,52,Long Beach (South),1,100,33.79236,-118.17533
01/14/2019,60374004,1,6,25,Long Beach (South),1,100,33.79236,-118.17533
01/15/2019,60374004,1,4.1,17,Long Beach (South),1,100,33.79236,-118.17533
01/16/2019,60374004,1,2.7,11,Long Beach (South),1,100,33.79236,-118.17533
01/17/2019,60374004,1,3.9,16,Long Beach (South),1,100,33.79236,-118.17533
01/18/2019,60374004,1,10.7,45,Long Beach (South),1,100,33.79236,-118.17533
01/19/2019,60374004,1,10.4,43,Long Beach (South),1,100,33.79236,-118.17533
01/20/2019,60374004,1,7.6,32,Long Beach (South),1,100,33.79236,-118.17533
01/21/2019,60374004,1,2.6,11,Long Beach (South),1,100,33.79236,-118.17533
01/22/2019,60374004,1,6.6,28,Long Beach (South),1,100,33.79236,-118.17533
01/23/2019,60374004,1,9.2,38,Long Beach (South),1,100,33.79236,-118.17533
01/24/2019,60374004,1,11.4,48,Long Beach (South),1,100,33.79236,-118.17533
01/25/2019,60374004,1,8.5,35,Long Beach (South),1,100,33.79236,-118.17533
01/26/2019,60374004,1,10.5,44,Long Beach (South),1,100,33.79236,-118.17533
01/27/2019,60374004,1,19.3,66,Long Beach (South),1,100,33.79236,-118.17533
01/28/2019,60374004,1,29.2,87,Long Beach (South),1,100,33.79236,-118.17533
01/29/2019,60374004,1,22.3,72,Long Beach (South),1,100,33.79236,-118.17533
01/30/2019,60374004,1,13.8,55,Long Beach (South),1,100,33.79236,-118.17533
01/31/2019,60374004,1,9.4,39,Long Beach (South),1,100,33.79236,-118.17533
02/01/2019,60374004,1,5,21,Long Beach (South),1,100,33.79236,-118.17533
02/02/2019,60374004,1,4.5,19,Long Beach (South),1,100,33.79236,-118.17533
02/03/2019,60374004,1,5,21,Long Beach (South),1,100,33.79236,-118.17533
02/04/2019,60374004,1,2.9,12,Long Beach (South),1,100,33.79236,-118.17533
02/05/2019,60374004,1,2.5,10,Long Beach (South),1,100,33.79236,-118.17533
02/06/2019,60374004,1,2.5,10,Long Beach (South),1,100,33.79236,-118.17533
02/07/2019,60374004,1,7.4,31,Long Beach (South),1,100,33.79236,-118.17533
02/08/2019,60374004,1,11,46,Long Beach (South),1,100,33.79236,-118.17533
02/09/2019,60374004,1,8.7,36,Long Beach (South),1,100,33.79236,-118.17533
02/10/2019,60374004,1,5.2,22,Long Beach (South),1,100,33.79236,-118.17533
02/11/2019,60374004,1,6.2,26,Long Beach (South),1,100,33.79236,-118.17533
02/12/2019,60374004,1,9,38,Long Beach (South),1,100,33.79236,-118.17533
02/13/2019,60374004,1,6.7,28,Long Beach (South),1,100,33.79236,-118.17533
02/14/2019,60374004,1,4.1,17,Long Beach (South),1,100,33.79236,-118.17533
02/15/2019,60374004,1,3.9,16,Long Beach (South),1,100,33.79236,-118.17533
02/16/2019,60374004,1,3.3,14,Long Beach (South),1,100,33.79236,-118.17533
02/17/2019,60374004,1,3,13,Long Beach (South),1,100,33.79236,-118.17533
02/18/2019,60374004,1,3,13,Long Beach (South),1,100,33.79236,-118.17533
02/19/2019,60374004,1,5.2,22,Long Beach (South),1,100,33.79236,-118.17533
02/20/2019,60374004,1,4.4,18,Long Beach (South),1,100,33.79236,-118.17533
02/21/2019,60374004,1,5.1,21,Long Beach (South),1,100,33.79236,-118.17533
02/22/2019,60374004,1,6.6,28,Long Beach (South),1,100,33.79236,-118.17533
02/23/2019,60374004,1,7.1,30,Long Beach (South),1,100,33.79236,-118.17533
02/24/2019,60374004,1,13.5,54,Long Beach (South),1,100,33.79236,-118.17533
02/25/2019,60374004,1,9.7,40,Long Beach (South),1,100,33.79236,-118.17533
02/26/2019,60374004,1,13.7,54,Long Beach (South),1,100,33.79236,-118.17533
02/27/2019,60374004,1,5.6,23,Long Beach (South),1,100,33.79236,-118.17533
02/28/2019,60374004,1,5.6,23,Long Beach (South),1,100,33.79236,-118.17533
03/01/2019,60374004,1,8.1,34,Long Beach (South),1,100,33.79236,-118.17533
03/02/2019,60374004,1,3.8,16,Long Beach (South),1,100,33.79236,-118.17533
03/03/2019,60374004,1,2.4,10,Long Beach (South),1,100,33.79236,-118.17533
03/04/2019,60374004,1,3.1,13,Long Beach (South),1,100,33.79236,-118.17533
03/06/2019,60374004,1,8.1,34,Long Beach (South),1,100,33.79236,-118.17533
03/07/2019,60374004,1,3.6,15,Long Beach (South),1,100,33.79236,-118.17533
03/08/2019,60374004,1,3.3,14,Long Beach (South),1,100,33.79236,-118.17533
03/09/2019,60374004,1,3.7,15,Long Beach (South),1,100,33.79236,-118.17533
03/10/2019,60374004,1,4,17,Long Beach (South),1,100,33.79236,-118.17533
03/11/2019,60374004,1,6.6,28,Long Beach (South),1,100,33.79236,-118.17533
03/12/2019,60374004,1,6.8,28,Long Beach (South),1,100,33.79236,-118.17533
03/13/2019,60374004,1,10.3,43,Long Beach (South),1,100,33.79236,-118.17533
03/14/2019,60374004,1,4.8,20,Long Beach (South),1,100,33.79236,-118.17533
03/15/2019,60374004,1,6,25,Long Beach (South),1,100,33.79236,-118.17533
03/16/2019,60374004,1,7.8,33,Long Beach (South),1,100,33.79236,-118.17533
03/17/2019,60374004,1,8.5,35,Long Beach (South),1,100,33.79236,-118.17533
03/18/2019,60374004,1,9,38,Long Beach (South),1,100,33.79236,-118.17533
03/19/2019,60374004,1,8.7,36,Long Beach (South),1,100,33.79236,-118.17533
03/20/2019,60374004,1,5.4,23,Long Beach (South),1,100,33.79236,-118.17533
03/21/2019,60374004,1,3.3,14,Long Beach (South),1,100,33.79236,-118.17533
03/22/2019,60374004,1,4.4,18,Long Beach (South),1,100,33.79236,-118.17533
03/23/2019,60374004,1,5.5,23,Long Beach (South),1,100,33.79236,-118.17533
03/24/2019,60374004,1,7.3,30,Long Beach (South),1,100,33.79236,-118.17533
03/25/2019,60374004,1,10.7,45,Long Beach (South),1,100,33.79236,-118.17533
03/26/2019,60374004,1,9.5,40,Long Beach (South),1,100,33.79236,-118.17533
03/27/2019,60374004,1,3.9,16,Long Beach (South),1,100,33.79236,-118.17533
03/28/2019,60374004,1,3.7,15,Long Beach (South),1,100,33.79236,-118.17533
03/29/2019,60374004,1,8.3,35,Long Beach (South),1,100,33.79236,-118.17533
03/30/2019,60374004,1,10.8,45,Long Beach (South),1,100,33.79236,-118.17533
03/31/2019,60374004,1,11.6,48,Long Beach (South),1,100,33.79236,-118.17533
04/01/2019,60374004,1,9.9,41,Long Beach (South),1,100,33.79236,-118.17533
04/02/2019,60374004,1,7,29,Long Beach (South),1,100,33.79236,-118.17533
04/03/2019,60374004,1,2.2,9,Long Beach (South),1,100,33.79236,-118.17533
04/04/2019,60374004,1,2,8,Long Beach (South),1,100,33.79236,-118.17533
04/05/2019,60374004,1,1.8,8,Long Beach (South),1,100,33.79236,-118.17533
04/06/2019,60374004,1,3.1,13,Long Beach (South),1,100,33.79236,-118.17533
04/07/2019,60374004,1,7.4,31,Long Beach (South),1,100,33.79236,-118.17533
04/08/2019,60374004,1,11.7,49,Long Beach (South),1,100,33.79236,-118.17533
04/09/2019,60374004,1,9.9,41,Long Beach (South),1,100,33.79236,-118.17533
04/10/2019,60374004,1,3.9,16,Long Beach (South),1,100,33.79236,-118.17533
04/11/2019,60374004,1,11.8,49,Long Beach (South),1,100,33.79236,-118.17533
04/12/2019,60374004,1,10.6,44,Long Beach (South),1,100,33.79236,-118.17533
04/13/2019,60374004,1,10,42,Long Beach (South),1,100,33.79236,-118.17533
04/14/2019,60374004,1,9.7,40,Long Beach (South),1,100,33.79236,-118.17533
04/15/2019,60374004,1,8.8,37,Long Beach (South),1,100,33.79236,-118.17533
04/16/2019,60374004,1,5.7,24,Long Beach (South),1,100,33.79236,-118.17533
04/17/2019,60374004,1,7,29,Long Beach (South),1,100,33.79236,-118.17533
04/18/2019,60374004,1,11.8,49,Long Beach (South),1,100,33.79236,-118.17533
04/19/2019,60374004,1,14.5,56,Long Beach (South),1,100,33.79236,-118.17533
04/20/2019,60374004,1,5.8,24,Long Beach (South),1,100,33.79236,-118.17533
04/21/2019,60374004,1,6.1,25,Long Beach (South),1,100,33.79236,-118.17533
04/22/2019,60374004,1,10.8,45,Long Beach (South),1,100,33.79236,-118.17533
04/23/2019,60374004,1,14.8,57,Long Beach (South),1,100,33.79236,-118.17533
04/24/2019,60374004,1,14.8,57,Long Beach (South),1,100,33.79236,-118.17533
04/25/2019,60374004,1,11.1,46,Long Beach (South),1,100,33.79236,-118.17533
04/26/2019,60374004,1,8.1,34,Long Beach (South),1,100,33.79236,-118.17533
04/27/2019,60374004,1,7.1,30,Long Beach (South),1,100,33.79236,-118.17533
04/28/2019,60374004,1,6.1,25,Long Beach (South),1,100,33.79236,-118.17533
04/29/2019,60374004,1,5.9,25,Long Beach (South),1,100,33.79236,-118.17533
04/30/2019,60374004,1,6.4,27,Long Beach (South),1,100,33.79236,-118.17533
05/01/2019,60374004,1,9.7,40,Long Beach (South),1,100,33.79236,-118.17533
05/02/2019,60374004,1,12.7,52,Long Beach (South),1,100,33.79236,-118.17533
05/03/2019,60374004,1,13,53,Long Beach (South),1,100,33.79236,-118.17533
05/04/2019,60374004,1,13.9,55,Long Beach (South),1,100,33.79236,-118.17533
05/05/2019,60374004,1,9.2,38,Long Beach (South),1,100,33.79236,-118.17533
05/06/2019,60374004,1,3.7,15,Long Beach (South),1,100,33.79236,-118.17533
05/07/2019,60374004,1,2.8,12,Long Beach (South),1,100,33.79236,-118.17533
05/08/2019,60374004,1,3.6,15,Long Beach (South),1,100,33.79236,-118.17533
05/09/2019,60374004,1,2.1,9,Long Beach (South),1,100,33.79236,-118.17533
05/10/2019,60374004,1,1.1,5,Long Beach (South),1,100,33.79236,-118.17533
05/11/2019,60374004,1,4.1,17,Long Beach (South),1,100,33.79236,-118.17533
05/12/2019,60374004,1,7.4,31,Long Beach (South),1,100,33.79236,-118.17533
05/13/2019,60374004,1,6.5,27,Long Beach (South),1,100,33.79236,-118.17533
05/14/2019,60374004,1,7.5,31,Long Beach (South),1,100,33.79236,-118.17533
05/15/2019,60374004,1,6.4,27,Long Beach (South),1,100,33.79236,-118.17533
05/16/2019,60374004,1,4.4,18,Long Beach (South),1,100,33.79236,-118.17533
05/17/2019,60374004,1,7.5,31,Long Beach (South),1,100,33.79236,-118.17533
05/18/2019,60374004,1,8.2,34,Long Beach (South),1,100,33.79236,-118.17533
05/19/2019,60374004,1,3.8,16,Long Beach (South),1,100,33.79236,-118.17533
05/20/2019,60374004,1,4.2,18,Long Beach (South),1,100,33.79236,-118.17533
05/22/2019,60374004,1,5.7,24,Long Beach (South),1,100,33.79236,-118.17533
05/23/2019,60374004,1,7.9,33,Long Beach (South),1,100,33.79236,-118.17533
05/24/2019,60374004,1,8.3,35,Long Beach (South),1,100,33.79236,-118.17533
05/25/2019,60374004,1,5.3,22,Long Beach (South),1,100,33.79236,-118.17533
05/26/2019,60374004,1,4.8,20,Long Beach (South),1,100,33.79236,-118.17533
05/27/2019,60374004,1,5.2,22,Long Beach (South),1,100,33.79236,-118.17533
05/28/2019,60374004,1,6.3,26,Long Beach (South),1,100,33.79236,-118.17533
05/29/2019,60374004,1,9.3,39,Long Beach (South),1,100,33.79236,-118.17533
05/30/2019,60374004,1,12.7,52,Long Beach (South),1,100,33.79236,-118.17533
05/31/2019,60374004,1,7.8,33,Long Beach (South),1,100,33.79236,-118.17533
06/01/2019,60374004,1,5.2,22,Long Beach (South),1,100,33.79236,-118.17533
06/02/2019,60374004,1,3.8,16,Long Beach (South),1,100,33.79236,-118.17533
06/03/2019,60374004,1,6.5,27,Long Beach (South),1,100,33.79236,-118.17533
06/04/2019,60374004,1,4.1,17,Long Beach (South),1,100,33.79236,-118.17533
06/05/2019,60374004,1,3.1,13,Long Beach (South),1,100,33.79236,-118.17533
06/06/2019,60374004,1,4.5,19,Long Beach (South),1,100,33.79236,-118.17533
06/07/2019,60374004,1,4.5,19,Long Beach (South),1,100,33.79236,-118.17533
06/08/2019,60374004,1,5,21,Long Beach (South),1,100,33.79236,-118.17533
06/09/2019,60374004,1,12.2,51,Long Beach (South),1,100,33.79236,-118.17533
06/10/2019,60374004,1,10.7,45,Long Beach (South),1,100,33.79236,-118.17533
06/11/2019,60374004,1,8.8,37,Long Beach (South),1,100,33.79236,-118.17533
06/12/2019,60374004,1,10.7,45,Long Beach (South),1,100,33.79236,-118.17533
06/13/2019,60374004,1,10.8,45,Long Beach (South),1,100,33.79236,-118.17533
06/14/2019,60374004,1,8.5,35,Long Beach (South),1,100,33.79236,-118.17533
06/15/2019,60374004,1,7.5,31,Long Beach (South),1,100,33.79236,-118.17533
06/16/2019,60374004,1,8.2,34,Long Beach (South),1,100,33.79236,-118.17533
06/17/2019,60374004,1,3.8,16,Long Beach (South),1,100,33.79236,-118.17533
06/18/2019,60374004,1,5.5,23,Long Beach (South),1,100,33.79236,-118.17533
06/19/2019,60374004,1,7.5,31,Long Beach (South),1,100,33.79236,-118.17533
06/20/2019,60374004,1,3.8,16,Long Beach (South),1,100,33.79236,-118.17533
06/21/2019,60374004,1,1.1,5,Long Beach (South),1,100,33.79236,-118.17533
06/22/2019,60374004,1,6.4,27,Long Beach (South),1,100,33.79236,-118.17533
06/23/2019,60374004,1,9.3,39,Long Beach (South),1,100,33.79236,-118.17533
06/24/2019,60374004,1,8.8,37,Long Beach (South),1,100,33.79236,-118.17533
06/25/2019,60374004,1,5.2,22,Long Beach (South),1,100,33.79236,-118.17533
06/26/2019,60374004,1,6.2,26,Long Beach (South),1,100,33.79236,-118.17533
06/27/2019,60374004,1,6.8,28,Long Beach (South),1,100,33.79236,-118.17533
06/28/2019,60374004,1,8.6,36,Long Beach (South),1,100,33.79236,-118.17533
06/29/2019,60374004,1,10,42,Long Beach (South),1,100,33.79236,-118.17533
06/30/2019,60374004,1,10.3,43,Long Beach (South),1,100,33.79236,-118.17533
07/01/2019,60374004,1,11.7,49,Long Beach (South),1,100,33.79236,-118.17533
07/02/2019,60374004,1,11.5,48,Long Beach (South),1,100,33.79236,-118.17533
07/03/2019,60374004,1,11.4,48,Long Beach (South),1,100,33.79236,-118.17533
07/04/2019,60374004,1,23.2,74,Long Beach (South),1,100,33.79236,-118.17533
07/05/2019,60374004,1,12,50,Long Beach (South),1,100,33.79236,-118.17533
07/06/2019,60374004,1,10.4,43,Long Beach (South),1,100,33.79236,-118.17533
07/10/2019,60374004,1,11.6,48,Long Beach (South),1,100,33.79236,-118.17533
07/11/2019,60374004,1,10.7,45,Long Beach (South),1,100,33.79236,-118.17533
07/12/2019,60374004,1,11.5,48,Long Beach (South),1,100,33.79236,-118.17533
07/13/2019,60374004,1,10,42,Long Beach (South),1,100,33.79236,-118.17533
07/14/2019,60374004,1,13.2,53,Long Beach (South),1,100,33.79236,-118.17533
07/15/2019,60374004,1,14.9,57,Long Beach (South),1,100,33.79236,-118.17533
07/16/2019,60374004,1,10,42,Long Beach (South),1,100,33.79236,-118.17533
07/17/2019,60374004,1,7.4,31,Long Beach (South),1,100,33.79236,-118.17533
07/18/2019,60374004,1,7.5,31,Long Beach (South),1,100,33.79236,-118.17533
07/19/2019,60374004,1,4.5,19,Long Beach (South),1,100,33.79236,-118.17533
07/20/2019,60374004,1,6.5,27,Long Beach (South),1,100,33.79236,-118.17533
07/21/2019,60374004,1,6.9,29,Long Beach (South),1,100,33.79236,-118.17533
07/22/2019,60374004,1,8.4,35,Long Beach (South),1,100,33.79236,-118.17533
07/26/2019,60374004,1,14.4,56,Long Beach (South),1,100,33.79236,-118.17533
07/27/2019,60374004,1,11.2,47,Long Beach (South),1,100,33.79236,-118.17533
07/28/2019,60374004,1,10.1,42,Long Beach (South),1,100,33.79236,-118.17533
07/29/2019,60374004,1,10.9,45,Long Beach (South),1,100,33.79236,-118.17533
07/30/2019,60374004,1,12.1,51,Long Beach (South),1,100,33.79236,-118.17533
07/31/2019,60374004,1,12.5,52,Long Beach (South),1,100,33.79236,-118.17533
08/01/2019,60374004,1,10.6,44,Long Beach (South),1,100,33.79236,-118.17533
08/02/2019,60374004,1,8.2,34,Long Beach (South),1,100,33.79236,-118.17533
08/03/2019,60374004,1,9.8,41,Long Beach (South),1,100,33.79236,-118.17533
08/04/2019,60374004,1,10.5,44,Long Beach (South),1,100,33.79236,-118.17533
08/05/2019,60374004,1,11.6,48,Long Beach (South),1,100,33.79236,-118.17533
08/06/2019,60374004,1,11.6,48,Long Beach (South),1,100,33.79236,-118.17533
08/08/2019,60374004,1,9.9,41,Long Beach (South),1,100,33.79236,-118.17533
08/09/2019,60374004,1,9.1,38,Long Beach (South),1,100,33.79236,-118.17533
08/10/2019,60374004,1,7,29,Long Beach (South),1,100,33.79236,-118.17533
08/11/2019,60374004,1,5.6,23,Long Beach (South),1,100,33.79236,-118.17533
08/12/2019,60374004,1,7.9,33,Long Beach (South),1,100,33.79236,-118.17533
08/13/2019,60374004,1,13.4,54,Long Beach (South),1,100,33.79236,-118.17533
08/14/2019,60374004,1,13.7,54,Long Beach (South),1,100,33.79236,-118.17533
08/15/2019,60374004,1,12.9,53,Long Beach (South),1,100,33.79236,-118.17533
08/16/2019,60374004,1,6,25,Long Beach (South),1,100,33.79236,-118.17533
08/17/2019,60374004,1,4.6,19,Long Beach (South),1,100,33.79236,-118.17533
08/18/2019,60374004,1,4,17,Long Beach (South),1,100,33.79236,-118.17533
08/19/2019,60374004,1,5.7,24,Long Beach (South),1,100,33.79236,-118.17533
08/20/2019,60374004,1,6.8,28,Long Beach (South),1,100,33.79236,-118.17533
08/21/2019,60374004,1,9.6,40,Long Beach (South),1,100,33.79236,-118.17533
08/22/2019,60374004,1,9.4,39,Long Beach (South),1,100,33.79236,-118.17533
08/23/2019,60374004,1,8.2,34,Long Beach (South),1,100,33.79236,-118.17533
08/24/2019,60374004,1,8,33,Long Beach (South),1,100,33.79236,-118.17533
08/25/2019,60374004,1,8,33,Long Beach (South),1,100,33.79236,-118.17533
08/26/2019,60374004,1,7,29,Long Beach (South),1,100,33.79236,-118.17533
08/27/2019,60374004,1,8.3,35,Long Beach (South),1,100,33.79236,-118.17533
08/28/2019,60374004,1,8.7,36,Long Beach (South),1,100,33.79236,-118.17533
08/29/2019,60374004,1,9,38,Long Beach (South),1,100,33.79236,-118.17533
08/30/2019,60374004,1,9.9,41,Long Beach (South),1,100,33.79236,-118.17533
08/31/2019,60374004,1,10.7,45,Long Beach (South),1,100,33.79236,-118.17533
09/01/2019,60374004,1,10,42,Long Beach (South),1,100,33.79236,-118.17533
09/02/2019,60374004,1,8,33,Long Beach (South),1,100,33.79236,-118.17533
09/03/2019,60374004,1,10,42,Long Beach (South),1,100,33.79236,-118.17533
09/04/2019,60374004,1,11.7,49,Long Beach (South),1,100,33.79236,-118.17533
09/06/2019,60374004,1,8.7,36,Long Beach (South),1,100,33.79236,-118.17533
09/07/2019,60374004,1,8.2,34,Long Beach (South),1,100,33.79236,-118.17533
09/08/2019,60374004,1,7.3,30,Long Beach (South),1,100,33.79236,-118.17533
09/09/2019,60374004,1,8.2,34,Long Beach (South),1,100,33.79236,-118.17533
09/10/2019,60374004,1,8.8,37,Long Beach (South),1,100,33.79236,-118.17533
09/11/2019,60374004,1,10.9,45,Long Beach (South),1,100,33.79236,-118.17533
09/12/2019,60374004,1,10,42,Long Beach (South),1,100,33.79236,-118.17533
09/13/2019,60374004,1,9.3,39,Long Beach (South),1,100,33.79236,-118.17533
09/14/2019,60374004,1,9.2,38,Long Beach (South),1,100,33.79236,-118.17533
09/15/2019,60374004,1,12.3,51,Long Beach (South),1,100,33.79236,-118.17533
09/16/2019,60374004,1,10.2,43,Long Beach (South),1,100,33.79236,-118.17533
09/17/2019,60374004,1,7.2,30,Long Beach (South),1,100,33.79236,-118.17533
09/18/2019,60374004,1,7.9,33,Long Beach (South),1,100,33.79236,-118.17533
09/19/2019,60374004,1,6.8,28,Long Beach (South),1,100,33.79236,-118.17533
09/20/2019,60374004,1,8,33,Long Beach (South),1,100,33.79236,-118.17533
09/21/2019,60374004,1,8.8,37,Long Beach (South),1,100,33.79236,-118.17533
09/22/2019,60374004,1,9.6,40,Long Beach (South),1,100,33.79236,-118.17533
09/23/2019,60374004,1,9.7,40,Long Beach (South),1,100,33.79236,-118.17533
09/24/2019,60374004,1,10.7,45,Long Beach (South),1,100,33.79236,-118.17533
09/25/2019,60374004,1,9.7,40,Long Beach (South),1,100,33.79236,-118.17533
09/26/2019,60374004,1,7.2,30,Long Beach (South),1,100,33.79236,-118.17533
09/27/2019,60374004,1,5.8,24,Long Beach (South),1,100,33.79236,-118.17533
09/28/2019,60374004,1,3.4,14,Long Beach (South),1,100,33.79236,-118.17533
09/29/2019,60374004,1,7,29,Long Beach (South),1,100,33.79236,-118.17533
09/30/2019,60374004,1,7.2,30,Long Beach (South),1,100,33.79236,-118.17533
10/01/2019,60374004,1,7.6,32,Long Beach (South),1,100,33.79236,-118.17533
10/02/2019,60374004,1,10.3,43,Long Beach (South),1,100,33.79236,-118.17533
10/03/2019,60374004,1,8.8,37,Long Beach (South),1,100,33.79236,-118.17533
10/04/2019,60374004,1,9.7,40,Long Beach (South),1,100,33.79236,-118.17533
10/05/2019,60374004,1,10.8,45,Long Beach (South),1,100,33.79236,-118.17533
10/06/2019,60374004,1,13,53,Long Beach (South),1,100,33.79236,-118.17533
10/07/2019,60374004,1,9.7,40,Long Beach (South),1,100,33.79236,-118.17533
10/08/2019,60374004,1,9.2,38,Long Beach (South),1,100,33.79236,-118.17533
10/09/2019,60374004,1,9.8,41,Long Beach (South),1,100,33.79236,-118.17533
10/10/2019,60374004,1,9.5,40,Long Beach (South),1,100,33.79236,-118.17533
10/11/2019,60374004,1,10.2,43,Long Beach (South),1,100,33.79236,-118.17533
10/12/2019,60374004,1,10.7,45,Long Beach (South),1,100,33.79236,-118.17533
10/13/2019,60374004,1,12.9,53,Long Beach (South),1,100,33.79236,-118.17533
10/14/2019,60374004,1,10.9,45,Long Beach (South),1,100,33.79236,-118.17533
10/15/2019,60374004,1,13.6,54,Long Beach (South),1,100,33.79236,-118.17533
10/16/2019,60374004,1,13.9,55,Long Beach (South),1,100,33.79236,-118.17533
10/17/2019,60374004,1,10.3,43,Long Beach (South),1,100,33.79236,-118.17533
10/18/2019,60374004,1,8.5,35,Long Beach (South),1,100,33.79236,-118.17533
10/19/2019,60374004,1,10.9,45,Long Beach (South),1,100,33.79236,-118.17533
10/20/2019,60374004,1,9.2,38,Long Beach (South),1,100,33.79236,-118.17533
10/21/2019,60374004,1,9.8,41,Long Beach (South),1,100,33.79236,-118.17533
10/22/2019,60374004,1,9.9,41,Long Beach (South),1,100,33.79236,-118.17533
10/23/2019,60374004,1,12.3,51,Long Beach (South),1,100,33.79236,-118.17533
10/24/2019,60374004,1,8.5,35,Long Beach (South),1,100,33.79236,-118.17533
10/25/2019,60374004,1,9.8,41,Long Beach (South),1,100,33.79236,-118.17533
10/26/2019,60374004,1,8.9,37,Long Beach (South),1,100,33.79236,-118.17533
10/27/2019,60374004,1,11,46,Long Beach (South),1,100,33.79236,-118.17533
10/28/2019,60374004,1,12.1,51,Long Beach (South),1,100,33.79236,-118.17533
10/29/2019,60374004,1,12.2,51,Long Beach (South),1,100,33.79236,-118.17533
10/30/2019,60374004,1,9.2,38,Long Beach (South),1,100,33.79236,-118.17533
10/31/2019,60374004,1,14.5,56,Long Beach (South),1,100,33.79236,-118.17533
11/01/2019,60374004,1,12.2,51,Long Beach (South),1,100,33.79236,-118.17533
11/02/2019,60374004,1,19.5,67,Long Beach (South),1,100,33.79236,-118.17533
11/03/2019,60374004,1,22.5,73,Long Beach (South),1,100,33.79236,-118.17533
11/04/2019,60374004,1,19.7,67,Long Beach (South),1,100,33.79236,-118.17533
11/05/2019,60374004,1,17.9,63,Long Beach (South),1,100,33.79236,-118.17533
11/06/2019,60374004,1,18.6,65,Long Beach (South),1,100,33.79236,-118.17533
11/07/2019,60374004,1,30.6,90,Long Beach (South),1,100,33.79236,-118.17533
11/08/2019,60374004,1,15.6,58,Long Beach (South),1,100,33.79236,-118.17533
11/09/2019,60374004,1,14.4,56,Long Beach (South),1,100,33.79236,-118.17533
11/10/2019,60374004,1,16.3,60,Long Beach (South),1,100,33.79236,-118.17533
11/11/2019,60374004,1,17.3,62,Long Beach (South),1,100,33.79236,-118.17533
11/12/2019,60374004,1,30.5,90,Long Beach (South),1,100,33.79236,-118.17533
11/13/2019,60374004,1,30.3,89,Long Beach (South),1,100,33.79236,-118.17533
11/14/2019,60374004,1,14.9,57,Long Beach (South),1,100,33.79236,-118.17533
11/15/2019,60374004,1,10,42,Long Beach (South),1,100,33.79236,-118.17533
11/16/2019,60374004,1,22.1,72,Long Beach (South),1,100,33.79236,-118.17533
11/17/2019,60374004,1,11.5,48,Long Beach (South),1,100,33.79236,-118.17533
11/18/2019,60374004,1,8.1,34,Long Beach (South),1,100,33.79236,-118.17533
11/19/2019,60374004,1,11.4,48,Long Beach (South),1,100,33.79236,-118.17533
11/20/2019,60374004,1,6,25,Long Beach (South),1,100,33.79236,-118.17533
11/21/2019,60374004,1,7.7,32,Long Beach (South),1,100,33.79236,-118.17533
11/22/2019,60374004,1,10.5,44,Long Beach (South),1,100,33.79236,-118.17533
11/23/2019,60374004,1,9.9,41,Long Beach (South),1,100,33.79236,-118.17533
11/24/2019,60374004,1,11,46,Long Beach (South),1,100,33.79236,-118.17533
11/25/2019,60374004,1,13.2,53,Long Beach (South),1,100,33.79236,-118.17533
11/26/2019,60374004,1,10.7,45,Long Beach (South),1,100,33.79236,-118.17533
11/27/2019,60374004,1,5.3,22,Long Beach (South),1,100,33.79236,-118.17533
11/28/2019,60374004,1,5,21,Long Beach (South),1,100,33.79236,-118.17533
11/29/2019,60374004,1,4.6,19,Long Beach (South),1,100,33.79236,-118.17533
11/30/2019,60374004,1,7,29,Long Beach (South),1,100,33.79236,-118.17533
12/01/2019,60374004,1,11.5,48,Long Beach (South),1,100,33.79236,-118.17533
12/02/2019,60374004,1,13.5,54,Long Beach (South),1,100,33.79236,-118.17533
12/03/2019,60374004,1,25.4,79,Long Beach (South),1,100,33.79236,-118.17533
12/04/2019,60374004,1,7.5,31,Long Beach (South),1,100,33.79236,-118.17533
12/05/2019,60374004,1,8.3,35,Long Beach (South),1,100,33.79236,-118.17533
12/06/2019,60374004,1,13.5,54,Long Beach (South),1,100,33.79236,-118.17533
12/07/2019,60374004,1,5.2,22,Long Beach (South),1,100,33.79236,-118.17533
12/08/2019,60374004,1,3.5,15,Long Beach (South),1,100,33.79236,-118.17533
12/09/2019,60374004,1,8.7,36,Long Beach (South),1,100,33.79236,-118.17533
12/10/2019,60374004,1,10.8,45,Long Beach (South),1,100,33.79236,-118.17533
12/11/2019,60374004,1,18,63,Long Beach (South),1,100,33.79236,-118.17533
